date,number_of_strikes,center_point_geom
2019-12-13,2,POINT(-85.1 31.7)
2019-12-13,2,POINT(-90 25.6)
2019-12-13,2,POINT(-86.5 25.3)
2019-12-13,2,POINT(-85.5 30.7)
2019-12-13,2,POINT(-83.5 28.6)
2019-12-13,2,POINT(-83.6 28.5)
2019-12-13,2,POINT(-87.8 24.5)
2019-12-13,2,POINT(-78.9 31.6)
2019-12-13,2,POINT(-78.1 29.4)
2019-12-13,2,POINT(-90.1 24.9)
2019-12-13,2,POINT(-89.9 24.9)
2019-12-13,2,POINT(-88.5 26.7)
2019-12-13,2,POINT(-83.8 27.7)
2019-12-13,2,POINT(-80 31.5)
2019-12-13,2,POINT(-83.7 25)
2019-12-13,2,POINT(-85 31.2)
2019-12-13,2,POINT(-84 25.1)
2019-12-13,2,POINT(-79 26.9)
2019-12-13,2,POINT(-85.5 26.6)
2019-12-13,2,POINT(-86.9 25.5)
2019-12-13,2,POINT(-76.8 29.4)
2019-12-13,2,POINT(-75.2 35.2)
2019-12-13,2,POINT(-88.6 30.7)
2019-12-13,2,POINT(-79.8 22.9)
2019-12-13,2,POINT(-79 27.1)
2019-12-13,2,POINT(-87.4 26.8)
2019-12-13,2,POINT(-77.4 30.1)
2019-12-13,2,POINT(-87.7 31)
2019-12-13,2,POINT(-89.8 25.7)
2019-12-13,2,POINT(-76.3 29.9)
2019-12-13,2,POINT(-86.6 26.6)
2019-12-13,2,POINT(-84 26.4)
2019-12-13,2,POINT(-84.3 27.5)
2019-12-13,2,POINT(-83 32.9)
2019-12-13,2,POINT(-93.3 27.2)
2019-12-13,2,POINT(-87.5 24.4)
2019-12-13,2,POINT(-86 26.9)
2019-12-13,2,POINT(-85.7 24.1)
2019-12-13,2,POINT(-84.7 26.5)
2019-12-13,2,POINT(-73 36.4)
2019-12-13,2,POINT(-85.2 26)
2019-12-13,2,POINT(-74.8 35.4)
2019-12-13,2,POINT(-78.1 30.9)
2019-12-13,2,POINT(-84.8 31.1)
2019-12-13,2,POINT(-86.8 29.2)
2019-12-13,2,POINT(-78.8 33.1)
2019-12-13,2,POINT(-89.1 28.8)
2019-12-13,2,POINT(-85.6 24.6)
2019-12-13,2,POINT(-84.5 25.8)
2019-12-13,2,POINT(-79.1 31.9)
2019-12-13,2,POINT(-77.8 29.6)
2019-12-13,2,POINT(-91.5 25.5)
2019-12-13,2,POINT(-76.6 29.5)
2019-12-13,2,POINT(-89.3 25)
2019-12-13,2,POINT(-87.5 25.8)
2019-12-13,2,POINT(-90 25.8)
2019-12-13,2,POINT(-84 31.9)
2019-12-13,2,POINT(-85.1 26.6)
2019-12-13,2,POINT(-78.6 29.8)
2019-12-13,2,POINT(-78.7 29.4)
2019-12-13,2,POINT(-86.5 30.9)
2019-12-13,2,POINT(-89.7 25.3)
2019-12-13,2,POINT(-85.5 30.8)
2019-12-13,2,POINT(-88.5 28.7)
2019-12-13,2,POINT(-88.7 28.4)
2019-12-13,2,POINT(-88.4 28.4)
2019-12-13,2,POINT(-87.5 28.4)
2019-12-13,2,POINT(-91.4 25.9)
2019-12-13,2,POINT(-79.6 31.9)
2019-12-13,2,POINT(-86.5 25.7)
2019-12-13,2,POINT(-83.5 26.5)
2019-12-13,2,POINT(-84.9 27.7)
2019-12-13,2,POINT(-84.9 31.5)
2019-12-13,2,POINT(-84.3 31.5)
2019-12-13,2,POINT(-86.9 26)
2019-12-13,2,POINT(-85.3 26.4)
2019-12-13,2,POINT(-93.4 26.3)
2019-12-13,2,POINT(-87.4 25.9)
2019-12-13,2,POINT(-84.3 28.4)
2019-12-13,2,POINT(-87.2 24.6)
2019-12-13,2,POINT(-85.1 26.9)
2019-12-13,2,POINT(-77.8 29.8)
2019-12-13,2,POINT(-78.7 29.7)
2019-12-13,2,POINT(-88.4 25.5)
2019-12-13,2,POINT(-92.6 26.5)
2019-12-13,2,POINT(-79.5 30.9)
2019-12-13,2,POINT(-75.4 34.9)
2019-12-13,2,POINT(-74.9 35.1)
2019-12-13,2,POINT(-90.8 25.2)
2019-12-13,2,POINT(-87 27.3)
2019-12-13,2,POINT(-84.2 32.5)
2019-12-13,2,POINT(-77.1 30.2)
2019-12-13,2,POINT(-91.7 26.8)
2019-12-13,2,POINT(-83.9 28.1)
2019-12-13,2,POINT(-85 31)
2019-12-13,2,POINT(-80.1 31.6)
2019-12-13,2,POINT(-86.6 25.5)
2019-12-13,2,POINT(-85 26)
2019-12-13,2,POINT(-88.5 31.2)
2019-12-13,2,POINT(-75.9 34.5)
2019-12-13,2,POINT(-75.5 30.7)
2019-12-13,2,POINT(-82.3 33.3)
2019-12-13,2,POINT(-80.5 30.6)
2019-12-13,2,POINT(-91.3 25.1)
2019-12-13,2,POINT(-89.6 27.2)
2019-12-13,2,POINT(-89.5 24.9)
2019-12-13,2,POINT(-88.5 24.9)
2019-12-13,2,POINT(-86.6 28.4)
2019-12-13,2,POINT(-86.7 25.6)
2019-12-13,2,POINT(-77.4 29.8)
2019-12-13,2,POINT(-84.5 31.7)
2019-12-13,2,POINT(-84.1 32.6)
2019-12-13,2,POINT(-87.3 28.3)
2019-12-13,2,POINT(-78.3 30.1)
2019-12-13,2,POINT(-78.2 25.7)
2019-12-13,2,POINT(-87.8 27.8)
2019-12-13,2,POINT(-79.9 31.4)
2019-12-13,2,POINT(-81.2 30.9)
2019-12-13,2,POINT(-84.3 32.2)
2019-12-13,2,POINT(-86.2 24.1)
2019-12-13,2,POINT(-86.9 29.1)
2019-12-13,2,POINT(-86.3 30.9)
2019-12-13,2,POINT(-89.7 27.4)
2019-12-13,2,POINT(-83.7 24.9)
2019-12-13,2,POINT(-78.1 25.7)
2019-12-13,2,POINT(-79.9 29.9)
2019-12-13,2,POINT(-86.8 29)
2019-12-13,2,POINT(-84.5 27.6)
2019-12-13,2,POINT(-86.2 27)
2019-12-13,2,POINT(-88.4 25)
2019-12-13,2,POINT(-89.9 25.3)
2019-12-13,2,POINT(-78.1 27.3)
2019-12-13,2,POINT(-83.2 33.2)
2019-12-13,2,POINT(-87 28.8)
2019-12-13,2,POINT(-88.6 25.1)
2019-12-13,2,POINT(-89.9 27.2)
2019-12-13,2,POINT(-83.7 28.3)
2019-12-13,2,POINT(-73.9 36.3)
2019-12-13,2,POINT(-84.6 26.3)
2019-12-13,2,POINT(-77.7 33.7)
2019-12-13,2,POINT(-86.7 30.6)
2019-12-13,2,POINT(-86.5 26.1)
2019-12-13,2,POINT(-86.6 32.6)
2019-12-13,2,POINT(-84 32.5)
2019-12-13,2,POINT(-88.9 26.8)
2019-12-13,2,POINT(-78.1 29.6)
2019-12-13,2,POINT(-91.2 25.4)
2019-12-13,2,POINT(-84.4 25)
2019-12-13,2,POINT(-82.5 30.8)
2019-12-13,2,POINT(-79.8 30.7)
2019-12-13,2,POINT(-85.5 24.4)
2019-12-13,2,POINT(-91.7 26.6)
2019-12-13,2,POINT(-86.4 25.5)
2019-12-13,2,POINT(-89.5 25.3)
2019-12-13,2,POINT(-89.8 27.4)
2019-12-13,2,POINT(-78.8 27.2)
2019-12-13,2,POINT(-84 32.7)
2019-12-13,2,POINT(-85.7 25.9)
2019-12-13,2,POINT(-84.6 32)
2019-12-13,2,POINT(-87.5 26.8)
2019-12-13,2,POINT(-77.8 29.5)
2019-12-13,2,POINT(-84.6 31.2)
2019-12-13,2,POINT(-83.2 27.4)
2019-12-13,2,POINT(-86.6 30.9)
2019-12-13,2,POINT(-86.7 30.7)
2019-12-13,2,POINT(-86.3 24.9)
2019-12-13,2,POINT(-92.7 27.2)
2019-12-13,2,POINT(-79 32.5)
2019-12-13,2,POINT(-79.2 32.5)
2019-12-13,2,POINT(-87.1 25.9)
2019-12-13,2,POINT(-85.7 24.4)
2019-12-13,2,POINT(-72.9 36.4)
2019-12-13,2,POINT(-73.2 36.8)
2019-12-13,2,POINT(-79.2 31.3)
2019-12-13,2,POINT(-88.5 25)
2019-12-13,2,POINT(-80.9 30.6)
2019-12-13,2,POINT(-85.5 22.5)
2019-12-13,2,POINT(-83.9 27.9)
2019-12-13,2,POINT(-86.1 25.6)
2019-12-13,2,POINT(-76.9 29)
2019-12-13,2,POINT(-84 27.7)
2019-12-13,2,POINT(-88.2 25.4)
2019-12-13,2,POINT(-74.2 35.9)
2019-12-13,2,POINT(-88.1 29.4)
2019-12-13,2,POINT(-91.1 25.4)
2019-12-13,2,POINT(-79.5 31.3)
2019-12-13,2,POINT(-78.9 33.1)
2019-12-13,2,POINT(-91.9 25.1)
2019-12-13,2,POINT(-86.8 32.5)
2019-12-13,2,POINT(-85.2 26.9)
2019-12-13,2,POINT(-78.9 26.9)
2019-12-13,2,POINT(-84.4 28.2)
2019-12-13,2,POINT(-85.3 23.9)
2019-12-13,2,POINT(-87.7 27.6)
2019-12-13,2,POINT(-91 26.4)
2019-12-13,2,POINT(-89.1 25.3)
2019-12-13,2,POINT(-85.5 26.1)
2019-12-13,2,POINT(-78.2 26.1)
2019-12-13,2,POINT(-85.5 24.5)
2019-12-13,2,POINT(-78 25.8)
2019-12-13,2,POINT(-87.1 29)
2019-12-13,2,POINT(-78.9 30.8)
2019-12-13,2,POINT(-85.6 26.2)
2019-12-13,2,POINT(-91.2 25.1)
2019-12-13,2,POINT(-79.5 32.7)
2019-12-13,2,POINT(-77.7 33)
2019-12-13,2,POINT(-87.8 26.7)
2019-12-13,2,POINT(-84.7 31.5)
2019-12-13,2,POINT(-79.4 26.4)
2019-12-13,2,POINT(-88 29.3)
2019-12-13,2,POINT(-86.2 30.9)
2019-12-13,2,POINT(-84.6 26.2)
2019-12-13,2,POINT(-88.8 25.1)
2019-12-13,2,POINT(-86.7 24.9)
2019-12-13,2,POINT(-86.3 24.8)
2019-12-13,2,POINT(-78.3 25.9)
2019-12-13,2,POINT(-78.1 21.4)
2019-12-13,2,POINT(-81.3 30.1)
2019-12-13,2,POINT(-75.8 31.7)
2019-12-13,2,POINT(-87.4 29.4)
2019-12-13,2,POINT(-74.5 35.4)
2019-12-13,2,POINT(-74.9 35.6)
2019-12-13,2,POINT(-85.6 31.1)
2019-12-13,2,POINT(-86.3 31.2)
2019-12-13,2,POINT(-84.2 27.3)
2019-12-13,2,POINT(-76.4 30.2)
2019-12-13,2,POINT(-85.9 31.9)
2019-12-13,2,POINT(-77.9 31.3)
2019-12-13,2,POINT(-75.9 34.6)
2019-12-13,2,POINT(-85.8 30.6)
2019-12-13,2,POINT(-80 30.6)
2019-12-13,2,POINT(-87.6 24.4)
2019-12-13,2,POINT(-80.2 32)
2019-12-13,2,POINT(-73.2 36.3)
2019-12-13,2,POINT(-75.1 34.9)
2019-12-13,2,POINT(-88 29.2)
2019-12-13,2,POINT(-79.1 30.8)
2019-12-13,2,POINT(-86.5 30.8)
2019-12-13,2,POINT(-89.6 25.1)
2019-12-13,2,POINT(-75.4 30.6)
2019-12-13,2,POINT(-78.5 27.2)
2019-12-13,2,POINT(-88.5 28.6)
2019-12-13,2,POINT(-85.6 32.2)
2019-12-13,2,POINT(-78.5 31.8)
2019-12-13,2,POINT(-87.5 26.7)
2019-12-13,2,POINT(-87.6 25.5)
2019-12-13,2,POINT(-83.1 27.4)
2019-12-13,2,POINT(-87.6 28.9)
2019-12-13,2,POINT(-80.1 30.8)
2019-12-13,2,POINT(-90 25.3)
2019-12-13,2,POINT(-77.9 33.5)
2019-12-13,2,POINT(-88.3 28.8)
2019-12-13,2,POINT(-84.9 32.8)
2019-12-13,2,POINT(-91.6 25.9)
2019-12-13,2,POINT(-85.8 31.9)
2019-12-13,2,POINT(-87.5 30)
2019-12-13,2,POINT(-89.9 25.6)
2019-12-13,2,POINT(-85.1 27.7)
2019-12-13,2,POINT(-90.5 27.6)
2019-12-13,2,POINT(-86.6 27.6)
2019-12-13,2,POINT(-87.9 29.1)
2019-12-13,2,POINT(-80.4 30.8)
2019-12-13,2,POINT(-83.9 27.3)
2019-12-13,2,POINT(-80.2 30.6)
2019-12-13,2,POINT(-84.5 32.8)
2019-12-13,2,POINT(-77.9 32.7)
2019-12-13,2,POINT(-78.3 21.6)
2019-12-13,2,POINT(-85.2 26.8)
2019-12-13,2,POINT(-86.3 24.1)
2019-12-13,2,POINT(-87.6 25.8)
2019-12-13,2,POINT(-112 40.8)
2019-12-13,2,POINT(-112.4 41.4)
2019-12-13,2,POINT(-85.4 27)
2019-12-13,2,POINT(-93.3 26.4)
2019-12-13,2,POINT(-79.4 30.8)
2019-12-13,2,POINT(-92.1 26.2)
2019-12-13,2,POINT(-85.1 32.6)
2019-12-13,2,POINT(-86.4 24.8)
2019-12-13,2,POINT(-85.2 24.5)
2019-12-13,2,POINT(-87.3 32.3)
2019-12-13,2,POINT(-83.8 27.8)
2019-12-13,2,POINT(-80.3 30)
2019-12-13,2,POINT(-85.9 31.5)
2019-12-13,2,POINT(-90.8 26)
2019-12-13,2,POINT(-86.8 31.2)
2019-12-13,2,POINT(-78.3 29.8)
2019-12-13,2,POINT(-73.2 36.4)
2019-12-13,2,POINT(-91.7 25.5)
2019-12-13,2,POINT(-85.4 26.3)
2019-12-13,2,POINT(-85.6 30.6)
2019-12-13,2,POINT(-82.6 30.6)
2019-12-13,2,POINT(-79.5 30.4)
2019-12-13,2,POINT(-86.2 31.9)
2019-12-13,2,POINT(-84.5 27.8)
2019-12-13,2,POINT(-80 29.8)
2019-12-13,2,POINT(-91.5 25.6)
2019-12-13,2,POINT(-89.2 29.7)
2019-12-13,2,POINT(-85.1 25.5)
2019-12-13,2,POINT(-85.7 27.7)
2019-12-13,2,POINT(-84.3 27.7)
2019-12-13,2,POINT(-79.5 29.4)
2019-12-13,2,POINT(-86.7 26)
2019-12-13,2,POINT(-77.9 29.3)
2019-12-13,2,POINT(-79.8 23)
2019-12-13,2,POINT(-87.1 28.9)
2019-12-13,2,POINT(-82.8 33.5)
2019-12-13,2,POINT(-83.5 30.5)
2019-12-13,2,POINT(-85.6 32.3)
2019-12-13,2,POINT(-80 32)
2019-12-13,2,POINT(-78.9 27.8)
2019-12-13,2,POINT(-86.7 25.5)
2019-12-13,2,POINT(-85 27.7)
2019-12-13,2,POINT(-93.5 26.5)
2019-12-13,2,POINT(-85.8 31.5)
2019-12-13,2,POINT(-85.2 31.4)
2019-12-13,2,POINT(-86.2 25.3)
2019-12-13,2,POINT(-86.3 25.2)
2019-12-13,2,POINT(-88.2 25.1)
2019-12-13,2,POINT(-86.6 25.1)
2019-12-13,2,POINT(-79.3 30.6)
2019-12-13,2,POINT(-83.7 28.2)
2019-12-13,2,POINT(-87 25.8)
2019-12-13,2,POINT(-85.2 26.7)
2019-12-13,2,POINT(-87.6 25.6)
2019-12-13,2,POINT(-86.5 31.5)
2019-12-13,2,POINT(-83.6 25.3)
2019-12-13,2,POINT(-87.2 30.8)
2019-12-13,2,POINT(-86.6 30.8)
2019-12-13,2,POINT(-87.7 27.3)
2019-12-13,2,POINT(-79.1 30.4)
2019-12-13,2,POINT(-78.4 21.7)
2019-12-13,2,POINT(-85.8 26.9)
2019-12-13,2,POINT(-77.4 33)
2019-12-13,2,POINT(-87.7 29)
2019-12-13,2,POINT(-86.5 29)
2019-12-13,2,POINT(-85.2 27.7)
2019-12-13,2,POINT(-85.5 27)
2019-12-13,2,POINT(-83.7 26.4)
2019-12-13,2,POINT(-87.1 31.5)
2019-12-13,2,POINT(-83.2 27.5)
2019-12-13,2,POINT(-79.2 27.4)
2019-12-13,2,POINT(-79.5 27.2)
2019-12-13,2,POINT(-78.3 32.2)
2019-12-13,2,POINT(-76.9 29.8)
2019-12-13,2,POINT(-84.2 27.7)
2019-12-13,2,POINT(-85.1 27)
2019-12-13,2,POINT(-79.9 31.5)
2019-12-13,2,POINT(-79.2 31.5)
2019-12-13,2,POINT(-85.5 26)
2019-12-13,2,POINT(-87.8 27.4)
2019-12-13,2,POINT(-85.2 32.5)
2019-12-13,2,POINT(-79.5 30.1)
2019-12-13,2,POINT(-79 31.7)
2019-12-13,2,POINT(-86.9 30)
2019-12-13,2,POINT(-93.5 26.6)
2019-12-13,2,POINT(-73.1 36.7)
2019-12-13,2,POINT(-74.8 35.7)
2019-12-13,2,POINT(-78.2 26.2)
2019-12-13,2,POINT(-84.4 32.9)
2019-12-13,2,POINT(-86.4 24.9)
2019-12-13,2,POINT(-79.1 32.5)
2019-12-13,2,POINT(-85.1 24.5)
2019-12-13,2,POINT(-86.4 28.4)
2019-12-13,2,POINT(-83.9 26.8)
2019-12-13,2,POINT(-88.9 29.9)
2019-12-13,2,POINT(-83.9 27.7)
2019-12-13,2,POINT(-79.4 31.4)
2019-12-13,2,POINT(-88.3 25)
2019-12-13,2,POINT(-87.5 31.2)
2019-12-13,2,POINT(-84.9 26.3)
2019-12-13,2,POINT(-85 30.8)
2019-12-13,2,POINT(-85.2 30.7)
2019-12-13,2,POINT(-80.3 30.7)
2019-12-13,2,POINT(-79.6 30.7)
2019-12-13,2,POINT(-78 27.3)
2019-12-13,2,POINT(-84.7 26.1)
2019-12-13,2,POINT(-93.5 26.2)
2019-12-13,2,POINT(-79 27.3)
2019-12-13,2,POINT(-85.7 33)
2019-12-13,2,POINT(-80.1 31)
2019-12-13,2,POINT(-77.1 30)
2019-12-13,2,POINT(-91.5 26.7)
2019-12-13,2,POINT(-74.4 35.8)
2019-12-13,3,POINT(-75 35.3)
2019-12-13,3,POINT(-79.8 32.2)
2019-12-13,3,POINT(-85.8 26.8)
2019-12-13,3,POINT(-85.1 25.4)
2019-12-13,3,POINT(-87.5 28.8)
2019-12-13,3,POINT(-83.5 33)
2019-12-13,3,POINT(-83.4 28.8)
2019-12-13,3,POINT(-90.7 27.4)
2019-12-13,3,POINT(-85.5 31)
2019-12-13,3,POINT(-85.5 27.8)
2019-12-13,3,POINT(-87 29.6)
2019-12-13,3,POINT(-85.6 27.2)
2019-12-13,3,POINT(-79.2 30.4)
2019-12-13,3,POINT(-92.9 27.2)
2019-12-13,3,POINT(-79.6 29.8)
2019-12-13,3,POINT(-80 29.7)
2019-12-13,3,POINT(-80 31.1)
2019-12-13,3,POINT(-85.5 26.2)
2019-12-13,3,POINT(-78.9 27.2)
2019-12-13,3,POINT(-83.7 32.4)
2019-12-13,3,POINT(-79.8 31.9)
2019-12-13,3,POINT(-85.9 27.6)
2019-12-13,3,POINT(-87.6 27.6)
2019-12-13,3,POINT(-79.7 30.9)
2019-12-13,3,POINT(-85.7 22.6)
2019-12-13,3,POINT(-84.6 25.7)
2019-12-13,3,POINT(-88 26.7)
2019-12-13,3,POINT(-79.2 27.8)
2019-12-13,3,POINT(-90.2 26)
2019-12-13,3,POINT(-84 27.3)
2019-12-13,3,POINT(-80 30.2)
2019-12-13,3,POINT(-85.7 31.7)
2019-12-13,3,POINT(-93.3 26.5)
2019-12-13,3,POINT(-83.3 31.9)
2019-12-13,3,POINT(-86.7 31.6)
2019-12-13,3,POINT(-80.3 30.9)
2019-12-13,3,POINT(-80.1 30.7)
2019-12-13,3,POINT(-83.4 30.6)
2019-12-13,3,POINT(-89.4 24.9)
2019-12-13,3,POINT(-86.9 31.6)
2019-12-13,3,POINT(-86.4 31.5)
2019-12-13,3,POINT(-86.8 26)
2019-12-13,3,POINT(-86 31.1)
2019-12-13,3,POINT(-79.1 30.5)
2019-12-13,3,POINT(-86.1 23.8)
2019-12-13,3,POINT(-87.2 27.8)
2019-12-13,3,POINT(-74.3 36.1)
2019-12-13,3,POINT(-84.6 27.6)
2019-12-13,3,POINT(-86.4 29.3)
2019-12-13,3,POINT(-79 30.7)
2019-12-13,3,POINT(-83.8 28.2)
2019-12-13,3,POINT(-87.2 26.7)
2019-12-13,3,POINT(-87.5 28)
2019-12-13,3,POINT(-87.9 29.5)
2019-12-13,3,POINT(-90.5 26.1)
2019-12-13,3,POINT(-84.2 28.5)
2019-12-13,3,POINT(-88.7 24.9)
2019-12-13,3,POINT(-73.7 36)
2019-12-13,3,POINT(-83.8 33)
2019-12-13,3,POINT(-78.7 29.8)
2019-12-13,3,POINT(-85.3 31.5)
2019-12-13,3,POINT(-85.6 26)
2019-12-13,3,POINT(-79.4 26)
2019-12-13,3,POINT(-82.5 30.9)
2019-12-13,3,POINT(-89.4 25.3)
2019-12-13,3,POINT(-83.1 28.8)
2019-12-13,3,POINT(-85.3 25.6)
2019-12-13,3,POINT(-91.4 25.6)
2019-12-13,3,POINT(-85.3 26)
2019-12-13,3,POINT(-91.9 26)
2019-12-13,3,POINT(-78.1 21.5)
2019-12-13,3,POINT(-80.1 30.3)
2019-12-13,3,POINT(-84.4 28.3)
2019-12-13,3,POINT(-92.1 25.8)
2019-12-13,3,POINT(-79.9 31.2)
2019-12-13,3,POINT(-87.8 29.1)
2019-12-13,3,POINT(-85.5 27.2)
2019-12-13,3,POINT(-86.8 30.6)
2019-12-13,3,POINT(-85.6 24.7)
2019-12-13,3,POINT(-93 27.2)
2019-12-13,3,POINT(-78.1 25.8)
2019-12-13,3,POINT(-77.1 29)
2019-12-13,3,POINT(-87.7 29.5)
2019-12-13,3,POINT(-83.6 27.5)
2019-12-13,3,POINT(-84.9 31.2)
2019-12-13,3,POINT(-86.4 31.7)
2019-12-13,3,POINT(-84 31.6)
2019-12-13,3,POINT(-85.2 31.1)
2019-12-13,3,POINT(-91.2 26.5)
2019-12-13,3,POINT(-85.4 26)
2019-12-13,3,POINT(-91.5 26.5)
2019-12-13,3,POINT(-85.5 26.9)
2019-12-13,3,POINT(-90.7 25.8)
2019-12-13,3,POINT(-86.1 27.7)
2019-12-13,3,POINT(-74 36.1)
2019-12-13,3,POINT(-74 35.9)
2019-12-13,3,POINT(-76.6 30.9)
2019-12-13,3,POINT(-85.5 30.9)
2019-12-13,3,POINT(-85.8 24)
2019-12-13,3,POINT(-84 27.4)
2019-12-13,3,POINT(-79.9 30.4)
2019-12-13,3,POINT(-88.8 26.8)
2019-12-13,3,POINT(-86.3 30.8)
2019-12-13,3,POINT(-86.1 30.8)
2019-12-13,3,POINT(-79 32.6)
2019-12-13,3,POINT(-85.4 32.3)
2019-12-13,3,POINT(-87.1 31.4)
2019-12-13,3,POINT(-86.8 30.4)
2019-12-13,3,POINT(-79.6 29.7)
2019-12-13,3,POINT(-87 26)
2019-12-13,3,POINT(-79.4 27.4)
2019-12-13,3,POINT(-86.4 29)
2019-12-13,3,POINT(-78.9 27.6)
2019-12-13,3,POINT(-85 26.3)
2019-12-13,3,POINT(-85 31.3)
2019-12-13,3,POINT(-78.3 25.4)
2019-12-13,3,POINT(-85.6 27)
2019-12-13,3,POINT(-84.3 28.5)
2019-12-13,3,POINT(-92 26.1)
2019-12-13,3,POINT(-84.9 24.5)
2019-12-13,3,POINT(-75.9 30.1)
2019-12-13,3,POINT(-86.1 27)
2019-12-13,3,POINT(-86.2 25)
2019-12-13,3,POINT(-85.4 26.2)
2019-12-13,3,POINT(-85.9 23.2)
2019-12-13,3,POINT(-79.8 31)
2019-12-13,3,POINT(-85 25.6)
2019-12-13,3,POINT(-86.3 26.3)
2019-12-13,3,POINT(-86.8 25.9)
2019-12-13,3,POINT(-79.7 32.1)
2019-12-13,3,POINT(-74.4 35.7)
2019-12-13,3,POINT(-76 34.5)
2019-12-13,3,POINT(-85.5 24.2)
2019-12-13,3,POINT(-84.7 31.9)
2019-12-13,3,POINT(-87 26.7)
2019-12-13,3,POINT(-88.7 29)
2019-12-13,3,POINT(-78.3 25.5)
2019-12-13,3,POINT(-91.4 25.7)
2019-12-13,3,POINT(-79.6 30.9)
2019-12-13,3,POINT(-85.7 26.3)
2019-12-13,3,POINT(-86.7 25.3)
2019-12-13,3,POINT(-86.8 28.2)
2019-12-13,3,POINT(-88.6 29)
2019-12-13,3,POINT(-84.1 26.5)
2019-12-13,3,POINT(-86.5 27.5)
2019-12-13,3,POINT(-80.5 30.9)
2019-12-13,3,POINT(-86.8 27.2)
2019-12-13,3,POINT(-79.5 27.5)
2019-12-13,3,POINT(-91.8 26)
2019-12-13,3,POINT(-83.7 25.3)
2019-12-13,3,POINT(-86.3 30.7)
2019-12-13,3,POINT(-85.6 27.3)
2019-12-13,3,POINT(-93.7 26.2)
2019-12-13,3,POINT(-86.5 30.1)
2019-12-13,3,POINT(-84.6 31.7)
2019-12-13,3,POINT(-86.6 31.5)
2019-12-13,3,POINT(-84.7 31.2)
2019-12-13,3,POINT(-86.8 27.5)
2019-12-13,3,POINT(-75 35.4)
2019-12-13,3,POINT(-78.4 21.8)
2019-12-13,3,POINT(-77.1 30.3)
2019-12-13,3,POINT(-84 27.8)
2019-12-13,3,POINT(-79.5 30.8)
2019-12-13,3,POINT(-86.9 28.7)
2019-12-13,3,POINT(-90.9 25.8)
2019-12-13,3,POINT(-86.7 25.8)
2019-12-13,3,POINT(-90.3 25.5)
2019-12-13,3,POINT(-79.5 26)
2019-12-13,3,POINT(-87.6 27)
2019-12-13,3,POINT(-77.7 29.4)
2019-12-13,3,POINT(-88.1 28.7)
2019-12-13,3,POINT(-86.2 32.8)
2019-12-13,3,POINT(-84.5 24.9)
2019-12-13,3,POINT(-92.8 27.2)
2019-12-13,3,POINT(-86.5 31.8)
2019-12-13,3,POINT(-75.7 31.7)
2019-12-13,3,POINT(-87.5 29.4)
2019-12-13,3,POINT(-86.3 26.4)
2019-12-13,3,POINT(-86.2 24.8)
2019-12-13,3,POINT(-84.5 26.3)
2019-12-13,3,POINT(-78 29.3)
2019-12-13,3,POINT(-92.1 25.3)
2019-12-13,3,POINT(-79.4 26.2)
2019-12-13,3,POINT(-86.3 32.7)
2019-12-13,3,POINT(-91.5 25.7)
2019-12-13,3,POINT(-83.9 27.8)
2019-12-13,3,POINT(-79.5 29.6)
2019-12-13,3,POINT(-84.4 31.5)
2019-12-13,3,POINT(-86.7 31.1)
2019-12-13,3,POINT(-79.7 22.9)
2019-12-13,3,POINT(-73.6 36)
2019-12-13,3,POINT(-80.2 30.1)
2019-12-13,3,POINT(-86.8 30)
2019-12-13,3,POINT(-86.9 25.4)
2019-12-13,3,POINT(-87.3 26)
2019-12-13,3,POINT(-84.4 26.3)
2019-12-13,3,POINT(-84.8 32.6)
2019-12-13,3,POINT(-85.2 31)
2019-12-13,3,POINT(-85.7 23.6)
2019-12-13,3,POINT(-92.2 25.4)
2019-12-13,3,POINT(-84.6 27.4)
2019-12-13,3,POINT(-84.5 26.2)
2019-12-13,3,POINT(-91.6 26.5)
2019-12-13,3,POINT(-88.4 25.4)
2019-12-13,3,POINT(-78.2 30.6)
2019-12-13,3,POINT(-86.1 24.9)
2019-12-13,3,POINT(-88.6 26.8)
2019-12-13,3,POINT(-86.7 28.3)
2019-12-13,3,POINT(-79.6 29.9)
2019-12-13,3,POINT(-79.6 29.4)
2019-12-13,3,POINT(-87.1 28.8)
2019-12-13,3,POINT(-88.5 28.3)
2019-12-13,3,POINT(-87.7 30)
2019-12-13,3,POINT(-84.6 26.5)
2019-12-13,3,POINT(-73.8 36.1)
2019-12-13,3,POINT(-84 31.5)
2019-12-13,3,POINT(-79.7 30.8)
2019-12-13,3,POINT(-86.7 30.8)
2019-12-13,3,POINT(-86.6 28.7)
2019-12-13,3,POINT(-90.8 27.3)
2019-12-13,3,POINT(-85.8 23.2)
2019-12-13,3,POINT(-90.8 25.9)
2019-12-13,3,POINT(-74 36.4)
2019-12-13,3,POINT(-84.2 27.6)
2019-12-13,3,POINT(-86.7 31.5)
2019-12-13,3,POINT(-79.2 27.5)
2019-12-13,3,POINT(-74.4 35.4)
2019-12-13,3,POINT(-85.6 24)
2019-12-13,3,POINT(-85.6 22.5)
2019-12-13,3,POINT(-84.4 26.4)
2019-12-13,3,POINT(-90.4 27.1)
2019-12-13,3,POINT(-92.2 25.9)
2019-12-13,3,POINT(-87.4 27.7)
2019-12-13,3,POINT(-75.1 35.2)
2019-12-13,3,POINT(-90.3 27.5)
2019-12-13,3,POINT(-85.2 30.8)
